App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
Profile pictures for WhatsApp,PERSONALIZATION,4.7,10786,9.4e+6,500000,Free,0.0,Mature 17+,Personalization
DP and Status,FAMILY,4.1,623,3.0e+6,100000,Free,0.0,Everyone,Entertainment
Dp For Whatsapp,SOCIAL,4.3,39,12e+6,5000,Free,0.0,Everyone,Social
DP & Status for Whatsapp 2018,PERSONALIZATION,4.1,293,3.4e+6,100000,Free,0.0,Everyone,Personalization
DP Creator for WhatsApp,PHOTOGRAPHY,3.8,4813,5.1e+6,100000,Free,0.0,Everyone,Photography
Dp For FB,PHOTOGRAPHY,4.5,12,2.0e+6,1000,Free,0.0,Teen,Photography
Best DP and Status (Daily Updates Photos),FAMILY,4.1,3003,3.2e+6,1000000,Free,0.0,Everyone,Entertainment
Magical Insta DP,PHOTOGRAPHY,4.4,2,5.2e+6,1000,Free,0.0,Everyone,Photography
Profile Pictures and DP for Whatsapp,SOCIAL,4.3,48,11e+6,5000,Free,0.0,Everyone,Social
All Types DP & Status Maker,PHOTOGRAPHY,4.5,16,14e+6,1000,Free,0.0,Teen,Photography
DP Photo Editor,PHOTOGRAPHY,4.1,88,7.7e+6,10000,Free,0.0,Everyone,Photography
Status For WhatsApp DP - pro,PERSONALIZATION,4.4,49,12e+6,10000,Free,0.0,Teen,Personalization
"Marathi DP - status and message,jokes,Video app",FAMILY,4.3,694,3.8e+6,100000,Free,0.0,Everyone,Entertainment
Cute Images for Whatsapp,FAMILY,4.4,634,8.1e+6,100000,Free,0.0,Teen,Entertainment
Profile Pictures - Best DP Status,FAMILY,4.3,131,5.4e+6,50000,Free,0.0,Everyone,Entertainment
Best DP and Status - All Type DP & Status,FAMILY,4.4,1,5.7e+6,100,Free,0.0,Everyone,Entertainment
Dp for Facebook,SOCIAL,4.1,56,10e+6,5000,Free,0.0,Everyone,Social
Fifa World Cup 2018: Photo Frame Editor & DP Maker,PHOTOGRAPHY,4.6,666,8.7e+6,100000,Free,0.0,Everyone,Photography
DP and Status Images | All Latest Status 2018,LIFESTYLE,4.7,25,3.8e+6,10000,Free,0.0,Teen,Lifestyle
Best DP and Status,SOCIAL,4.2,93,5.6e+6,10000,Free,0.0,Teen,Social
"100000+ Messages - DP, Status, Jokes & GIF 2018",LIFESTYLE,3.7,121,3.8e+6,10000,Free,0.0,Mature 17+,Lifestyle
Instant DP Downloader for Instagram,SOCIAL,4.7,38,4.1e+6,5000,Free,0.0,Everyone,Social
DP Display Pictures Life Quotes Motivational GM,SOCIAL,4.4,39,11e+6,5000,Free,0.0,Everyone,Social
Latest DP and Status Pro 2018,FAMILY,4.7,19,5.7e+6,1000,Free,0.0,Everyone,Entertainment
Best DP And Video Status 2018 For Whatsapp,FAMILY,4.2,91,3.8e+6,10000,Free,0.0,Everyone,Entertainment
Qeek for Instagram - Zoom profile insta DP,SOCIAL,4.6,12111,9.1e+6,500000,Free,0.0,Everyone,Social
DP Battle,FAMILY,4.5,132,2.5e+6,5000,Free,0.0,Everyone,Entertainment
Faceoff DP Battle App,FAMILY,4.8,38,6.7e+6,1000,Free,0.0,Everyone,Entertainment
Insta Square Profile DP,PHOTOGRAPHY,3.7,42,11e+6,5000,Free,0.0,Everyone,Photography
Name Art DP - Focus n Filter Text 2018,ART_AND_DESIGN,4.3,132,7.7e+6,10000,Free,0.0,Everyone,Art & Design
DP Status 2017,PHOTOGRAPHY,4.2,302,7.0e+6,50000,Free,0.0,Everyone,Photography
Dairy Queen,FOOD_AND_DRINK,3.6,742,43e+6,100000,Free,0.0,Everyone,Food & Drink
DQ Texas,FOOD_AND_DRINK,4.1,336,13e+6,100000,Free,0.0,Everyone,Food & Drink
DQ Events,BUSINESS,2.3,41,20e+6,10000,Free,0.0,Everyone,Business
Dash Quest Heroes,GAME,4.3,8432,59e+6,500000,Free,0.0,Everyone 10+,Adventure
Coupons for Dairy Queen,FOOD_AND_DRINK,4.6,42,3.9e+6,100,Free,0.0,Teen,Food & Drink
DRAGON QUEST VIII,FAMILY,4.5,7812,27e+6,50000,Paid,19.99,Everyone 10+,Role Playing
ODTMobile v4,BUSINESS,4.0,3,16e+6,1000,Free,0.0,Everyone,Business
DRAGON QUEST III,FAMILY,4.2,1661,63e+6,10000,Paid,9.99,Everyone,Role Playing
LightMeter (noAds),PHOTOGRAPHY,4.6,617,12e+6,10000,Paid,1.99,Everyone,Photography
DRAGON QUEST,FAMILY,4.2,9659,30e+6,100000,Paid,2.99,Everyone,Role Playing
DRAGON QUEST II,FAMILY,4.5,2576,44e+6,10000,Paid,4.99,Everyone,Role Playing
SONIC Drive-In,FOOD_AND_DRINK,4.3,19373,43e+6,1000000,Free,0.0,Everyone,Food & Drink
DRAGON QUEST VI,FAMILY,4.4,3358,17e+6,100000,Paid,14.99,Everyone,Role Playing
McDonald's,FOOD_AND_DRINK,3.6,145646,42e+6,10000000,Free,0.0,Everyone,Food & Drink
DQT GPS,BUSINESS,4.0,3,6.3e+6,500,Free,0.0,Everyone,Business
DQ Akses,TOOLS,4.4,0,2.6e+6,1,Free,0.0,Everyone,Tools
Discovery Insure,MAPS_AND_NAVIGATION,2.8,1911,20e+6,100000,Free,0.0,Everyone,Maps & Navigation
Taco Bell,LIFESTYLE,3.8,28140,16e+6,1000000,Free,0.0,Everyone,Lifestyle
LightMeter Free,PHOTOGRAPHY,4.1,5485,13e+6,1000000,Free,0.0,Everyone,Photography
CHRONO TRIGGER (Upgrade Ver.),FAMILY,3.8,11250,6.3e+6,100000,Paid,9.99,Everyone 10+,Role Playing
ODTMobile,BUSINESS,3.4,15,2.7e+6,10000,Free,0.0,Everyone,Business
Whataburger,FOOD_AND_DRINK,4.5,5093,56e+6,500000,Free,0.0,Everyone,Food & Drink
FINAL FANTASY DIMENSIONS,FAMILY,4.3,8450,1.1e+6,100000,Paid,13.99,Everyone,Role Playing
Arby's,FOOD_AND_DRINK,3.1,194,26e+6,100000,Free,0.0,Everyone,Food & Drink
RPG Dragon Lapis,FAMILY,4.6,13492,56e+6,100000,Free,0.0,Teen,Role Playing
Find Fast Food,SHOPPING,3.3,272,785e+3,100000,Free,0.0,Everyone,Shopping
Jungle book-The Great Escape,GAME,3.9,2362,25e+6,100000,Free,0.0,Everyone,Action
Bunny Skater,GAME,4.2,139432,4.7e+6,10000000,Free,0.0,Everyone,Adventure
DQSalmaan - A fan made App,FAMILY,4.9,707,6.0e+6,10000,Free,0.0,Everyone,Entertainment
Culver's,LIFESTYLE,3.9,1638,4.9e+6,100000,Free,0.0,Everyone,Lifestyle
Wendy’s – Food and Offers,FOOD_AND_DRINK,3.4,6512,18e+6,1000000,Free,0.0,Everyone,Food & Drink
Dunkin' Donuts,FOOD_AND_DRINK,4.2,68270,66e+6,1000000,Free,0.0,Everyone,Food & Drink
SUBWAY®,FOOD_AND_DRINK,3.8,21381,41e+6,1000000,Free,0.0,Everyone,Food & Drink
The Walking Zombie: Dead City,GAME,4.6,58575,96e+6,1000000,Free,0.0,Teen,Action
Monster Fishing 2018,SPORTS,4.4,32881,76e+6,1000000,Free,0.0,Everyone,Sports
Call Blocker & Blacklist,COMMUNICATION,4.0,6,4.2e+6,1000,Free,0.0,Everyone,Communication
Panera Bread,FOOD_AND_DRINK,4.2,10225,36e+6,1000000,Free,0.0,Everyone,Food & Drink
Dulquer Salmaan HD Wallpapers,PERSONALIZATION,4.4,1,3.9e+6,100,Free,0.0,Everyone,Personalization
IHOP®,FOOD_AND_DRINK,4.2,441,24e+6,100000,Free,0.0,Everyone,Food & Drink
Starbucks,FOOD_AND_DRINK,4.5,455496,35e+6,10000000,Free,0.0,Everyone,Food & Drink
myGrow,PRODUCTIVITY,4.6,84,23e+6,1000,Paid,4.29,Mature 17+,Productivity
Dr. Parking 4,GAME,4.4,475369,13e+6,50000000,Free,0.0,Everyone,Racing
Dr. Driving 2,GAME,4.6,358633,19e+6,10000000,Free,0.0,Everyone,Racing
dr.fone - Recovery & Transfer wirelessly & Backup,TOOLS,3.7,23347,7.6e+6,5000000,Free,0.0,Everyone,Tools
Dr. Truck Driver : Real Truck Simulator 3D,FAMILY,4.1,1626,96e+6,100000,Free,0.0,Everyone 10+,Simulation
Dr. Cares - Pet Rescue 911 🐶,FAMILY,4.2,14432,35e+6,500000,Free,0.0,Everyone,Casual
Dr. Parker : Parking Simulator,GAME,4.5,14253,81e+6,1000000,Free,0.0,Everyone,Racing
Dr. Parker : Real car parking simulation,GAME,4.6,15829,95e+6,1000000,Free,0.0,Everyone,Racing
Dr. Battery - Fast Charger - Super Cleaner 2018,TOOLS,4.5,101738,10e+6,1000000,Free,0.0,Everyone,Tools
"Dr. Safety - Antivirus, Booster, Cleaner, AppLock",TOOLS,4.4,372553,21e+6,10000000,Free,0.0,Everyone,Tools
DR TV,VIDEO_PLAYERS,3.3,6716,4.7e+6,500000,Free,0.0,Mature 17+,Video Players & Editors
Real Car Dr Parking Master: Parking Games 2018,FAMILY,4.2,3345,27e+6,1000000,Free,0.0,Everyone,Simulation
Doctor Kids,FAMILY,4.2,200450,25e+6,10000000,Free,0.0,Everyone,Casual;Pretend Play
Dr. Rocket,GAME,4.0,42182,3.4e+6,1000000,Free,0.0,Everyone,Arcade
Dr. Muscle,HEALTH_AND_FITNESS,4.0,87,33e+6,10000,Free,0.0,Everyone,Health & Fitness
Dr. Dominoes,GAME,4.0,2700,5.7e+6,500000,Free,0.0,Everyone,Board
Dr. Sudoku,FAMILY,3.5,2310,3.1e+6,500000,Free,0.0,Everyone,Puzzle
Dr. Unblock,FAMILY,3.9,3847,4.3e+6,1000000,Free,0.0,Everyone,Puzzle
Dr. Gomoku,GAME,3.9,85317,4.5e+6,5000000,Free,0.0,Everyone,Board
Dr. Panda Farm,FAMILY,4.1,265,46e+6,10000,Paid,2.99,Everyone,Education;Pretend Play
DR.MEEP,FAMILY,4.4,54,33e+6,500,Paid,2.99,Everyone,Puzzle
Dr. Panda Art Class,FAMILY,4.2,1013,58e+6,50000,Paid,2.99,Everyone,Education;Creativity
Dr. Panda's Swimming Pool,FAMILY,4.4,2311,9.3e+6,100000,Paid,1.99,Everyone,Casual;Pretend Play
Dr. Pixel: Pill mania Classic,FAMILY,4.3,2419,6.2e+6,100000,Free,0.0,Everyone,Puzzle
Dr. Chess,GAME,4.1,97209,6.7e+6,1000000,Free,0.0,Everyone,Board
Super Dr. Parking 3D,FAMILY,4.0,4518,41e+6,1000000,Free,0.0,Everyone,Simulation
Dr Dre - Beatmaker,GAME,4.3,146,6.0e+6,10000,Free,0.0,Mature 17+,Music
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3397,9.5e+6,50000,Paid,3.99,Everyone,Casual;Pretend Play
Dr. Cares - Amy's Pet Clinic 🐈 🐕,FAMILY,4.5,3580,60e+6,100000,Free,0.0,Everyone,Casual
Dr. Splorchy Presents Space Heroes,GAME,4.6,18,31e+6,100,Paid,4.99,Mature 17+,Adventure
Pet Vet Dr - Animals Hospital,FAMILY,3.7,11748,36e+6,1000000,Free,0.0,Teen,Casual
Dr.Android Repair Master 2017,PRODUCTIVITY,3.8,1205,4.3e+6,100000,Free,0.0,Everyone,Productivity
DR CONTROL,FAMILY,3.4,267,1.5e+6,10000,Free,0.0,Everyone,Entertainment
Dr Driving Racer,GAME,4.3,183,68e+6,10000,Free,0.0,Everyone,Racing
Dr. McDougall Mobile Cookbook,HEALTH_AND_FITNESS,3.8,76,1.2e+6,1000,Paid,4.99,Everyone,Health & Fitness
Dr. Seuss's ABC,FAMILY,4.7,429,12e+6,10000,Paid,3.99,Everyone,Books & Reference;Education
Dr. Booster - Boost Game Speed,TOOLS,4.4,138872,22e+6,10000000,Free,0.0,Everyone,Tools
Dr. Panda Hospital,FAMILY,4.4,1091,45e+6,50000,Paid,2.99,Everyone,Education;Pretend Play
Dr. Panda Café Freemium,FAMILY,4.1,11788,62e+6,1000000,Free,0.0,Everyone,Educational;Pretend Play
Dr. Panda Ice Cream Truck Free,FAMILY,4.4,23022,80e+6,1000000,Free,0.0,Everyone,Role Playing;Pretend Play
Dr. Doug's Tips,BOOKS_AND_REFERENCE,4.0,22,34e+6,1000,Free,0.0,Everyone,Books & Reference
Dr. 2048,FAMILY,3.9,1985,3.5e+6,500000,Free,0.0,Everyone,Puzzle
Dr. Panda Restaurant 2,FAMILY,4.3,3725,67e+6,100000,Paid,2.99,Everyone,Educational;Pretend Play
Dr. Panda Supermarket,FAMILY,4.2,1357,58e+6,50000,Paid,2.99,Everyone,Educational;Pretend Play
Dr. Shogi,GAME,3.3,19291,5.1e+6,1000000,Free,0.0,Everyone,Board
DR Sebi's Alkaline List,FAMILY,4.0,68,5.5e+6,5000,Free,0.0,Everyone,Education
DraStic DS Emulator,GAME,4.6,87766,12e+6,1000000,Paid,4.99,Everyone,Action
NDS Emulator - For Android 6,GAME,4.1,14002,19e+6,1000000,Free,0.0,Everyone,Arcade
Free DS Emulator,GAME,4.1,22896,19e+6,1000000,Free,0.0,Everyone,Arcade
nds4droid,GAME,3.4,107778,8.8e+6,10000000,Free,0.0,Everyone,Arcade
MegaNDS (NDS Emulator),GAME,3.4,2218,11e+6,500000,Free,0.0,Everyone,Arcade
DS file,PRODUCTIVITY,4.1,10676,12e+6,1000000,Free,0.0,Everyone,Productivity
DS finder,TOOLS,4.0,2596,32e+6,500000,Free,0.0,Everyone,Tools
DS get,TOOLS,3.4,71852,22e+6,5000000,Free,0.0,Everyone,Tools
DS cloud,TOOLS,3.2,4908,38e+6,500000,Free,0.0,Everyone,Tools
DS note,PRODUCTIVITY,3.9,2046,60e+6,100000,Free,0.0,Everyone,Productivity
DS cam,PRODUCTIVITY,3.6,3227,35e+6,500000,Free,0.0,Everyone,Productivity
DS router,TOOLS,3.8,253,15e+6,50000,Free,0.0,Everyone,Tools
EmuBox - Fast Retro Emulator,GAME,3.9,1576,43e+6,50000,Free,0.0,Everyone,Arcade
DS Creator 2.0,TOOLS,1.0,2,4.4e+6,500,Free,0.0,Everyone,Tools
DS App Manager,TOOLS,4.6,14,2.1e+6,1000,Free,0.0,Everyone,Tools
DS,FAMILY,4.9,15,23e+6,100,Free,0.0,Everyone,Casual
Ability DS UNO,PRODUCTIVITY,4.4,3,2.3e+6,50,Paid,2.6,Everyone,Productivity
DS Connector 2.0,TOOLS,2.6,5,636e+3,500,Free,0.0,Everyone,Tools
DS Barometer - Altimeter and Weather Information,WEATHER,3.9,2962,4.2e+6,100000,Free,0.0,Everyone,Weather
DS Companion,HEALTH_AND_FITNESS,4.4,0,4.6e+6,50,Free,0.0,Everyone,Health & Fitness
DS-L4 Viewer,PHOTOGRAPHY,3.5,13,7.9e+6,1000,Free,0.0,Everyone,Photography
DS Tower Defence,GAME,3.2,768,1.4e+6,100000,Free,0.0,Everyone,Arcade
DS-Admin,FAMILY,4.4,1,21e+6,10,Free,0.0,Everyone,Education
NDS-controller,TOOLS,3.3,35,916e+3,1000,Free,0.0,Everyone,Tools
DS-11 form,BUSINESS,4.4,3,28e+6,100,Free,0.0,Everyone,Business
SmartCircle Remote DS,BUSINESS,4.4,2,1.6e+6,500,Free,0.0,Everyone,Business
RetroArch,GAME,3.8,21423,84e+6,1000000,Free,0.0,Everyone,Action
DS Speedometer & Odometer,MAPS_AND_NAVIGATION,3.9,22382,6.6e+6,1000000,Free,0.0,Everyone,Maps & Navigation
MegaN64 (N64 Emulator),FAMILY,4.6,877576,12e+6,10000000,Free,0.0,Everyone,Casual
DS-20000S,PRODUCTIVITY,1.8,12,14e+6,1000,Free,0.0,Everyone,Productivity
DS Vision,BUSINESS,4.4,0,38e+6,5,Free,0.0,Everyone,Business
Learn DS [BETA],FAMILY,4.3,9,5.0e+6,500,Free,0.0,Everyone,Education
Deep Sleep Battery Saver Pro,TOOLS,3.9,1417,2.9e+6,10000,Paid,3.28,Everyone,Tools
DS - xR,BUSINESS,4.4,2,1.4e+6,10,Free,0.0,Everyone,Business
DS-Students,FAMILY,4.8,5,8.4e+6,100,Free,0.0,Everyone,Education
DS Thermometer,WEATHER,3.7,631,3.0e+6,100000,Free,0.0,Everyone,Weather
PhotoFrame for Synology DS,PHOTOGRAPHY,4.0,1,2.6e+6,10,Paid,4.99,Everyone,Photography
Deep Sleep Battery Saver,TOOLS,4.1,22032,3.7e+6,1000000,Free,0.0,Everyone,Tools
Draft Simulator for FUT 18,SPORTS,4.6,162933,100e+6,5000000,Free,0.0,Everyone,Sports
DS Flashlight,TOOLS,4.0,127,5.8e+6,10000,Free,0.0,Everyone,Tools
DS-82 form,BUSINESS,4.4,1,28e+6,100,Free,0.0,Everyone,Business
dt Pro,FINANCE,4.8,4,4.5e+6,1000,Free,0.0,Everyone,Finance
DT,LIFESTYLE,4.4,0,8.9e+6,100,Free,0.0,Everyone,Lifestyle
DT Manager,PRODUCTIVITY,4.0,9,3.1e+6,500,Free,0.0,Everyone,Productivity
Real Sheet ∞: Pathfinder + DT,FAMILY,3.5,2,22e+6,50,Paid,2.99,Everyone,Role Playing
DT-CAM,FAMILY,4.4,6,9.9e+6,1000,Free,0.0,Everyone,Entertainment
DT Fieldlink,BUSINESS,3.0,2,49e+6,500,Free,0.0,Everyone,Business
DT Driving Test Theory,FAMILY,4.6,477,1.6e+6,10000,Free,0.0,Everyone,Education
DT Smart,TOOLS,1.6,39,8.9e+6,1000,Free,0.0,Everyone,Tools
Truck Simulator DT 3D,FAMILY,3.8,110,22e+6,5000,Free,0.0,Everyone,Simulation
DT Baby Cam,TOOLS,1.7,10,23e+6,500,Free,0.0,Everyone,Tools
Bloons TD 5,FAMILY,4.6,190086,94e+6,1000000,Paid,2.99,Everyone,Strategy
WPBS-DT,FAMILY,5.0,3,6.3e+6,500,Free,0.0,Everyone,Entertainment
ReadyOp DT,COMMUNICATION,4.6,8,1.1e+6,1000,Free,0.0,Everyone,Communication
Soccer Manager 2018,SPORTS,4.4,63779,95e+6,1000000,Free,0.0,Everyone,Sports
Online Soccer Manager (OSM),SPORTS,4.5,1312936,21e+6,10000000,Free,0.0,Everyone,Sports
DT-VR,FAMILY,3.8,25,9.5e+6,1000,Free,0.0,Everyone,Entertainment
Dt Tracking,AUTO_AND_VEHICLES,4.0,4,24e+6,100,Free,0.0,Everyone,Auto & Vehicles
DT Simple Interval Timer,SPORTS,4.1,10,1.5e+6,1000,Free,0.0,Everyone,Sports
DT Health,MEDICAL,4.4,1,24e+6,10,Free,0.0,Everyone,Medical
DT CLOTHINGS,SHOPPING,5.0,1,7.9e+6,10,Free,0.0,Everyone,Shopping
PAY DT,BUSINESS,4.4,0,5.3e+6,1,Free,0.0,Everyone,Business
Test Application DT 02,ART_AND_DESIGN,4.4,0,1.2e+6,0,Free,0.0,Everyone,Art & Design
Eat Right Diet (by Dt Shreya's Family Diet Clinic),HEALTH_AND_FITNESS,4.4,0,12e+6,10,Free,0.0,Everyone,Health & Fitness
DT Practice,BUSINESS,4.4,6,5.7e+6,500,Free,0.0,Everyone,Business
Dt. Jyothi Srinivas,HEALTH_AND_FITNESS,5.0,18,13e+6,100,Free,0.0,Everyone,Health & Fitness
DT future1 cam,TOOLS,1.0,1,24e+6,50,Free,0.0,Everyone,Tools
DT Freight,PRODUCTIVITY,4.4,0,54e+6,1,Free,0.0,Everyone,Productivity
Johor DT Lock Screen,PERSONALIZATION,4.4,13,3.9e+6,1000,Free,0.0,Everyone,Personalization
Wheelie Challenge,GAME,4.6,137338,51e+6,5000000,Free,0.0,Everyone,Racing
DT NO.I,HEALTH_AND_FITNESS,2.4,44,49e+6,1000,Free,0.0,Everyone,Health & Fitness
DT Technologies,SHOPPING,4.4,0,1.3e+6,10,Free,0.0,Everyone,Shopping
DTPay,SHOPPING,4.5,18,994e+3,1000,Free,0.0,Everyone,Shopping
"""i DT"" Fútbol. Todos Somos Técnicos.",SPORTS,4.4,27,3.6e+6,500,Free,0.0,Everyone,Sports
MasterDT,SPORTS,4.4,24,4.1e+6,100,Free,0.0,Everyone,Sports
Top Soccer Manager,SPORTS,4.4,199739,66e+6,10000000,Free,0.0,Everyone,Sports
The Secret Daily Teachings,LIFESTYLE,4.3,206,32e+6,1000,Paid,4.99,Everyone,Lifestyle
Spring flowers theme couleurs d t space,ART_AND_DESIGN,5.0,1,2.9e+6,100,Free,0.0,Everyone,Art & Design
Soccer Board Tactics,SPORTS,4.1,6231,8.9e+6,100000,Free,0.0,Everyone,Sports
Dirt Trackin Sprint Cars,GAME,3.8,499,47e+6,10000,Paid,3.99,Everyone,Racing
senior easy phone,PERSONALIZATION,3.9,168,2.1e+6,50000,Free,0.0,Teen,Personalization
dt.se,NEWS_AND_MAGAZINES,3.1,124,12e+6,10000,Free,0.0,Everyone,News & Magazines
WhatsVPN - Unlimited Free VPN,TOOLS,4.7,24985,7.8e+6,500000,Free,0.0,Everyone,Tools
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759815,15e+6,100000000,Free,0.0,Everyone,Tools
du app,LIFESTYLE,3.5,7578,25e+6,1000000,Free,0.0,Everyone,Lifestyle
DU Battery Saver - Battery Charger & Battery Life,TOOLS,4.5,13479633,14e+6,100000000,Free,0.0,Everyone,Tools
DU Antivirus Security - Applock & Privacy Guard,TOOLS,4.6,436615,10e+6,10000000,Free,0.0,Everyone,Tools
DU Cleaner – Memory cleaner & clean phone cache,TOOLS,4.5,465831,8.9e+6,10000000,Free,0.0,Everyone,Tools
DU Launcher - Boost Your Phone,PERSONALIZATION,4.5,67707,4.8e+6,1000000,Free,0.0,Everyone,Personalization
DU Security,TOOLS,4.4,4847,3.2e+6,100000,Free,0.0,Everyone,Tools
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133539,4.7e+6,10000000,Free,0.0,Everyone,Communication
DU Browser Mini(Small&Fast),TOOLS,4.2,20941,2.0e+6,1000000,Free,0.0,Everyone,Tools
Caller ID & Call Block - DU Caller,COMMUNICATION,4.6,93930,14e+6,5000000,Free,0.0,Everyone,Communication
Lock Screen - DU Locker & Lock screen wallpaper,TOOLS,4.5,5174,4.7e+6,100000,Free,0.0,Everyone,Tools
du View,FAMILY,3.8,935,22e+6,50000,Free,0.0,Teen,Entertainment
DU Emoji Keyboard（Simeji）,TOOLS,4.3,19234,14e+6,500000,Free,0.0,Everyone,Tools
"DU GIF Maker: GIF Maker, Video to GIF & GIF Editor",PHOTOGRAPHY,4.6,7605,4.3e+6,500000,Free,0.0,Everyone,Photography
Upgrade for Android DU Master,TOOLS,3.6,12993,5.2e+6,1000000,Free,0.0,Everyone,Tools
Modern: DU Launcher Theme,PERSONALIZATION,4.2,868,309e+3,50000,Free,0.0,Everyone,Personalization
Weather Forecast Pro,WEATHER,4.7,14051,8.7e+6,100000,Paid,3.99,Everyone,Weather
Night: DU Launcher Theme,PERSONALIZATION,4.3,1419,485e+3,50000,Free,0.0,Everyone,Personalization
DU Collage Maker - Photo Collage & Grid & Layout,PHOTOGRAPHY,4.7,4595,2.5e+6,100000,Free,0.0,Everyone,Photography
Du Chinese – Mandarin Lessons,FAMILY,4.8,3390,9.2e+6,100000,Free,0.0,Everyone,Education
Portes du Soleil,SPORTS,3.1,500,39e+6,50000,Free,0.0,Everyone,Sports
Sword of Chaos - Lame du Chaos,GAME,4.5,23599,96e+6,100000,Free,0.0,Teen,Action
Bible du Semeur-BDS (French),BOOKS_AND_REFERENCE,4.5,313,6.9e+6,50000,Free,0.0,Everyone,Books & Reference
La citadelle du musulman,BOOKS_AND_REFERENCE,4.5,314,9.8e+6,50000,Free,0.0,Everyone,Books & Reference
Voyance du pyromancien,FAMILY,4.4,22,16e+6,5000,Free,0.0,Everyone,Entertainment
Clean My Android,PRODUCTIVITY,4.7,101163,6.2e+6,5000000,Free,0.0,Everyone,Productivity
Citation du Jour - Motivation,FAMILY,4.1,321,914e+3,100000,Free,0.0,Everyone,Education
La Poupée du Voyant,FAMILY,4.4,265,8.2e+6,50000,Free,0.0,Everyone,Entertainment
APUS Booster - Space Cleaner & Booster,PRODUCTIVITY,4.6,1048766,13e+6,10000000,Free,0.0,Everyone,Productivity
Officiel du SCRABBLE LAROUSSE,BOOKS_AND_REFERENCE,3.4,116,48e+6,5000,Paid,4.6,Everyone,Books & Reference
Proverbes du monde,FAMILY,4.4,38,2.8e+6,10000,Free,0.0,Everyone,Entertainment
iSmart DV,VIDEO_PLAYERS,3.6,5692,31e+6,1000000,Free,0.0,Everyone,Video Players & Editors
dv Prompter,VIDEO_PLAYERS,3.7,321,1.3e+6,50000,Free,0.0,Everyone,Video Players & Editors
Sports DV,LIFESTYLE,2.1,86,29e+6,10000,Free,0.0,Everyone,Lifestyle
Live DV,PHOTOGRAPHY,2.0,16,17e+6,1000,Free,0.0,Everyone,Photography
Mini DV,AUTO_AND_VEHICLES,3.5,12,19e+6,5000,Free,0.0,Everyone,Auto & Vehicles
DV-2019 Results,FAMILY,4.3,158,2.6e+6,10000,Free,0.0,Everyone,Entertainment
AKASO DV,TOOLS,2.4,99,71e+6,10000,Free,0.0,Everyone,Tools
DV-LOTTERY 2019 REGISTRATION,FAMILY,4.5,97,2.6e+6,10000,Free,0.0,Everyone,Entertainment
Selfie DV,TOOLS,2.8,29,14e+6,1000,Free,0.0,Everyone,Tools
DV-4036 by Somikon,PHOTOGRAPHY,4.4,17,44e+6,1000,Free,0.0,Everyone,Photography
DV 2019 Entry Guide,BOOKS_AND_REFERENCE,4.5,92,5.1e+6,10000,Free,0.0,Everyone,Books & Reference
Touch DV,PHOTOGRAPHY,4.4,1,11e+6,50,Free,0.0,Everyone,Photography
Porch DV,HOUSE_AND_HOME,2.8,5,13e+6,1000,Free,0.0,Everyone,House & Home
DV 2019 - EDV Photo & Form,BOOKS_AND_REFERENCE,3.9,314,2.6e+6,50000,Free,0.0,Everyone,Books & Reference
SDV Cam,TOOLS,3.2,67,65e+6,10000,Free,0.0,Everyone,Tools
XDV,PHOTOGRAPHY,3.1,6827,8.7e+6,1000000,Free,0.0,Everyone,Photography
WiFi Action Camera,SPORTS,2.4,551,903e+3,100000,Free,0.0,Everyone,Sports
DV Car Service,MAPS_AND_NAVIGATION,4.6,10,25e+6,100,Free,0.0,Everyone,Maps & Navigation
DV Lottery Photo,VIDEO_PLAYERS,2.9,23,4.0e+6,5000,Free,0.0,Everyone,Video Players & Editors
DV Lottery Photo Tool,PHOTOGRAPHY,4.0,223,1.7e+6,50000,Free,0.0,Everyone,Photography
iCam - Webcam Video Streaming,TOOLS,3.7,770,2.4e+6,10000,Paid,4.99,Everyone,Tools
DV KING 4K,PHOTOGRAPHY,2.3,3,8.5e+6,100,Free,0.0,Everyone,Photography
Wifi Action Camera,PHOTOGRAPHY,2.9,118,26e+6,50000,Free,0.0,Everyone,Photography
US DV Lottery 2020 Apply,TRAVEL_AND_LOCAL,4.6,41,2.0e+6,10000,Free,0.0,Everyone,Travel & Local
DV-2019 PHOTO TOOL,FAMILY,4.3,21,2.5e+6,1000,Free,0.0,Everyone,Entertainment
DV ASSIST,FAMILY,5.0,1,18e+6,100,Free,0.0,Everyone,Education
4K Ultra Camera,PHOTOGRAPHY,4.2,382,2.9e+6,100000,Free,0.0,Everyone,Photography
DV Lottery Simulator,FAMILY,4.6,13,1.3e+6,1000,Free,0.0,Everyone,Entertainment
U.S.A DV Lottery Process,FAMILY,4.5,8,1.7e+6,1000,Free,0.0,Everyone,Education
DV Statistics,SOCIAL,4.2,6,2.7e+6,100,Free,0.0,Everyone,Social
DV 2018 Winners Guide,BOOKS_AND_REFERENCE,4.8,11,608e+3,1000,Free,0.0,Everyone,Books & Reference
MelifeCam-M,VIDEO_PLAYERS,3.5,81,22e+6,10000,Free,0.0,Everyone,Video Players & Editors
DV-2019 UK/British,FAMILY,4.6,166,4.2e+6,5000,Free,0.0,Everyone,Entertainment
